hh,WDIR,WSPD,GST,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,WVHT
10,21,6.4,7.7,4.17,3.22,2,1022.4,4.5,3.5,3.4,0.55
11,21,6.4,7.6,3.7,3.44,4,1023.3,4.7,3.5,3.5,0.56
12,35,5,6.1,4.17,3.52,352,1024.5,4.7,3.5,3.3,0.64
13,18,5.9,6.8,4,3.59,351,1025.2,4.4,3.6,3,0.61
14,28,6,7.1,4.35,3.58,352,1025.5,4.4,3.6,2.5,0.64
15,21,5.9,6.9,12.9,3.84,345,1026.4,4.4,3.6,2,0.73
16,27,4.3,5.1,5,3.69,346,1026.7,4.5,3.6,1.8,0.69
17,7,5.8,7.1,5,3.67,351,1026.5,4,3.6,1.5,0.7
18,3,6.7,8.1,3.45,3.49,354,1026.4,3.7,3.6,1.3,0.71
19,359,6,7.1,3.7,3.63,353,1026.5,3.7,3.6,1.4,0.75
20,3,5.4,6.6,4.76,3.62,350,1026.3,3.8,3.6,1.3,0.69
21,5,5.3,6.6,4.76,3.69,349,1025.9,3.8,3.6,1.2,0.74
22,8,5.5,6.8,4.35,3.78,356,1025.8,3.9,3.6,1,0.78
23,7,3.2,4.2,4.76,3.95,357,1026,4,3.6,0.8,0.81
0,358,4.3,5.4,4.76,3.89,358,1025.6,3.9,3.6,1.1,0.8
1,2,5.4,6.4,5,4.02,4,1025.5,4,3.6,1,0.83
2,14,4.5,5.5,5.26,4.13,6,1025.5,4.1,3.6,1,0.85
3,13,4.5,5.5,5.26,4.07,8,1025.5,4.4,3.6,1.2,0.8
4,41,2.9,3.5,5,4.09,13,1025.2,4.2,3.5,1.8,0.76
5,61,2.9,3.4,5,3.97,8,1024.8,3.8,3.5,2.3,0.64
6,66,2.8,3.3,4.55,3.81,5,1024.4,4,3.5,2.4,0.59
7,68,3.5,4.6,4.55,3.79,4,1024.4,4.4,3.5,2.6,0.53
8,71,5.8,7.1,4.55,3.69,3,1024.2,5.3,3.5,2.5,0.46
9,69,6.7,7.9,4.35,3.43,7,1024,5,3.5,2.3,0.5
10,74,6.9,8.2,4.35,3.16,3,1024.1,5.1,3.5,1.2,0.52
11,70,7.2,8.5,3.13,3.16,48,1024,5,3.5,0.9,0.55
12,76,7.4,9,3.23,3.18,74,1023.8,4.9,3.5,0.4,0.63
13,82,8.3,10.2,3.7,3.28,71,1023.1,5,3.5,0.3,0.66
14,73,7,8.5,3.45,3.32,71,1022.3,4.8,3.5,0.8,0.67
15,68,6.5,7.8,3.7,3.34,60,1021.3,4.8,3.5,1.4,0.65
16,74,7.8,9.7,4,3.31,72,1020.4,5.2,3.5,1.5,0.7
17,70,7.3,8.7,4,3.4,71,1019.2,5.6,3.5,1.9,0.7
18,74,7.4,8.9,3.85,3.42,81,1017.7,5.6,3.6,2.3,0.73
19,77,7.8,9.3,4.17,3.37,76,1016.6,6,3.5,2.8,0.67
20,85,8,9.5,4,3.46,84,1014.5,6.4,3.6,3.4,0.8
21,84,7.5,8.6,4.35,3.78,92,1013.6,6.5,3.6,3.5,0.91
22,91,8.1,9.6,4.17,3.78,93,1012.2,6.8,3.6,3.4,0.9
23,105,7.5,8.9,4.55,3.92,96,1011.5,7.3,3.5,3.5,0.95
0,103,7.3,8.4,5,3.8,85,1010.7,7,3.6,3.6,0.96
2,109,10.1,12.5,4.76,4.06,105,1009.6,7.5,3.6,2.9,1.24
3,118,10.9,13.1,5,4.08,109,1008.4,7.8,3.6,3.5,1.33
4,269,6.8,14.1,5,4.27,107,1009,8,3.6,4.2,1.23
5,158,3.6,6.7,4.76,4.1,112,1009.7,8.8,3.6,5.8,1.08
6,121,3.9,5.1,5,4.22,119,1009.2,6.8,3.6,5.7,1.09
7,118,5.1,6.1,5,4.21,127,1007.5,6.8,3.6,6.6,1.02
8,120,7.1,8.5,4.76,3.91,125,1006.7,6.6,3.5,6.4,0.84
9,101,7.4,8.8,4.76,3.8,132,1005.8,6.3,3.5,6,0.8
10,97,5.7,6.8,4.35,3.67,135,1005.1,5.9,3.5,5.7,0.76
11,103,5.2,7.4,4.35,3.52,149,1003.8,5.9,3.5,5.7,0.67
12,123,4.1,5.5,4.17,3.39,151,1004.6,6.1,3.5,5.9,0.56
13,142,3.6,4.6,4,3.28,162,1004.3,6.4,3.5,6.3,0.46
14,180,3.4,4.2,3.13,3.24,109,1004.1,6.5,3.6,6.2,0.39
15,199,4.3,4.9,3.45,3.18,149,1005.3,6.4,3.6,6.2,0.31
16,194,4.6,5.4,17.39,3.38,301,1005.4,7.2,3.6,7,0.32
17,188,5.3,6.5,3.03,2.86,111,1005.7,7.1,3.7,6.8,0.33
18,231,4.9,5.6,2.94,2.81,137,1006.6,6.9,3.6,6.6,0.31
19,231,6,6.9,2.86,2.79,166,1007.4,7.1,3.7,6.6,0.35
20,244,5.7,6.6,2.94,2.87,234,1008.5,6.8,3.6,5.7,0.42
21,265,5.9,7,3.23,2.96,234,1009,6.3,3.7,4.8,0.44
22,262,5.2,6,3.13,2.98,235,1009.5,6.4,3.6,4.4,0.46
23,243,4.5,5.3,3.7,3.23,256,1010.5,6.2,3.6,4,0.49
0,247,4,4.6,3.85,3.27,248,1011.2,5.6,3.6,4,0.46
1,284,3.2,4.5,3.57,3.32,261,1012.3,5.1,3.6,4,0.45
2,309,4.1,5,3.7,3.26,246,1012.5,5.1,3.6,3.8,0.47
3,306,5.5,6.6,3.45,3.11,245,1013.1,5.1,3.6,3.5,0.42
4,290,4.9,5.9,3.13,2.99,297,1013.6,4.7,3.6,3.4,0.46
5,298,3.5,4.6,3.33,3.08,275,1014.6,4.8,3.6,3.6,0.46
6,335,3.2,3.8,3.57,3.13,323,1014.4,3.9,3.6,3.6,0.49
7,305,4,4.9,3.45,3.08,311,1015.3,4,3.6,3.4,0.41
8,334,4.9,5.8,3.33,2.96,314,1015.9,3.9,3.6,3.6,0.37
9,326,2.7,3.9,3.23,2.89,317,1016.5,3.8,3.6,3.3,0.31
10,340,3.6,4.2,3.33,2.86,326,1016.6,3.9,3.6,3,0.38
11,303,3,3.7,3.23,2.91,331,1017.8,4,3.6,2.6,0.29
12,282,2.4,2.9,2.86,2.92,333,1019.7,4,3.6,2.2,0.26
13,304,4.7,5.6,3.23,2.91,349,1019.7,4.1,3.6,1.9,0.27
14,312,4.6,5.6,3.03,2.9,353,1020,4.1,3.7,2.2,0.27
15,317,4.4,5.4,3.13,2.72,350,1021.5,4.3,3.6,2,0.3
16,349,4.7,5.5,2.86,2.81,341,1021.4,4.1,3.7,1.7,0.33
17,15,2.6,3.2,3.23,3.01,344,1022,3.8,3.7,1.4,0.37
18,53,1.9,2.4,3.23,3.01,353,1022.1,3.7,3.7,1.4,0.33
19,79,1.6,2,3.57,3.18,354,1022.3,3.8,3.8,1.1,0.34
20,121,1.7,2.1,3.57,3.25,356,1022.5,3.9,3.9,1.3,0.32
21,128,1.3,1.6,3.57,3.28,5,1022.7,4,3.9,1.3,0.29
22,165,1.4,1.7,3.7,3.33,5,1022.9,4,3.8,1.7,0.28
23,175,2,2.4,3.85,3.35,4,1022.8,3.9,3.8,2.1,0.26
0,183,1.9,2.3,4.17,3.53,8,1022.9,3.7,3.7,2.1,0.26
5,297,0.9,1.2,4.35,3.99,5,1022.5,3.4,3.6,2.1,0.25
9,28,4.8,5.7,2.35,2.46,212,1013.5,4.2,3.6,2.6,0.26
10,24,4.9,5.8,2.47,2.59,219,1013.4,4,3.6,2.5,0.29
11,20,5.6,6.4,2.74,2.68,46,1013.7,4.1,3.6,2.4,0.32
12,16,6,7.1,2.94,2.72,23,1013.7,4.2,3.6,2.3,0.35
13,13,6.1,7.7,3.03,2.8,28,1013.5,4.2,3.6,2,0.43
14,9,5.6,6.5,3.33,3,22,1013.3,4.1,3.6,1.8,0.46
15,16,4.7,5.5,3.45,2.98,12,1013,4.3,3.7,2,0.39
16,357,4.9,5.6,3.45,2.93,12,1012.7,4.3,3.7,2,0.37
17,5,5,6,3.33,2.9,5,1012.1,4.7,3.7,1.8,0.36
18,360,4.4,5.2,3.13,2.87,17,1011.6,4.6,3.7,2.2,0.33
19,348,5.3,6.2,3.23,2.82,8,1011.3,4.7,3.7,1.8,0.35
20,349,5.9,7.1,3.23,2.82,5,1010.8,4.7,3.7,1.6,0.36
21,356,6.7,8,3.13,2.87,359,1010.8,4.7,3.6,1,0.47
22,358,6.4,7.5,3.33,3.02,2,1011.1,4.5,3.6,1.2,0.5
23,1,6.4,7.4,3.57,3.12,11,1010.6,4.8,3.7,1.5,0.56
0,357,6.1,7.1,3.33,3.13,358,1010.4,4.6,3.7,1.9,0.57
1,355,5.1,6.1,3.85,3.23,20,1010.5,4.4,3.7,2.4,0.54
2,19,3.4,4,3.57,3.33,6,1011.2,4.2,3.7,2.7,0.48
3,26,2.4,2.8,3.7,3.3,17,1011.6,4.1,3.7,3,0.44
4,340,2.1,2.7,4.35,3.42,23,1011.4,4.3,3.7,3.2,0.46
5,306,2.6,3.4,4,3.3,15,1011.5,4,3.7,3.1,0.42
6,317,3.7,4.5,4,3.19,18,1011.2,3.8,3.7,3,0.33
7,317,4,5.1,3.7,3.16,5,1010.9,3.9,3.7,3.1,0.3
8,316,3.5,4.4,3.45,3.1,1,1011,4.1,3.7,3.3,0.29
9,323,4.6,5.4,3.45,2.94,1,1011.4,3.9,3.7,3.1,0.3
10,338,4.1,4.8,3.57,3,3,1011.8,4.2,3.6,3,0.29
11,347,3.7,4.3,4,3.08,3,1012.5,4.4,3.6,3.1,0.36
12,336,3.5,4.3,3.85,3.08,3,1013.1,4.3,3.7,2.9,0.31
13,329,3.3,4,3.57,3.12,353,1013.6,4.3,3.7,2.8,0.3
14,322,3.6,4.2,3.85,3.08,356,1013.8,4.1,3.7,2.8,0.29
15,310,5,5.8,4,3.01,359,1014.1,4,3.7,2.9,0.3
16,312,4.6,5.5,3.85,2.86,1,1014.4,4,3.8,3,0.3
17,326,4.8,5.8,2.6,2.78,340,1014.6,4.1,3.8,3,0.32
18,321,4.8,5.8,2.86,2.82,343,1014.6,4.2,3.7,3,0.33
19,329,3.9,4.7,2.74,2.78,340,1014.8,4.2,3.8,2.9,0.33
20,324,3.4,4.3,3.03,2.88,343,1015,4.6,3.8,2.9,0.31
21,340,3,3.5,3.23,2.91,345,1015.2,4.5,3.7,2.8,0.3
22,355,2.6,3.2,3.33,3.01,349,1015.5,4.5,3.7,2.7,0.29
23,3,2.9,3.3,3.45,3,358,1015.6,4.8,3.7,2.8,0.28
2,316,0.7,3,3.33,3.08,359,1016.3,5.3,3.7,2.6,0.26
13,189,6.5,7.5,2.6,2.48,183,1011,7.2,3.7,5.9,0.3
14,185,5.1,5.9,2.74,2.68,190,1010.9,6.9,3.8,6.3,0.33
15,185,2.8,3.3,3.13,2.94,186,1011.9,6.4,3.8,6,0.39
16,234,3.2,3.6,3.33,2.97,187,1012.2,5.9,3.8,5.6,0.36
17,180,8.2,9.3,3.33,2.87,179,1008.3,7.9,3.7,7.7,0.36
18,178,8.1,10,3.23,2.95,182,1006.8,9.2,3.8,9,0.61
19,168,6,6.8,3.33,2.97,172,1006.2,7.6,3.8,7.3,0.51
20,194,6.3,7.7,3.13,2.85,179,1006.1,7.9,3.8,7.6,0.44
21,205,4.3,4.9,3.03,2.76,190,1006.9,7.1,3.8,6.8,0.36
23,166,3.7,4.2,3.85,3.09,177,1006.2,7.4,3.8,7.2,0.39
0,176,3,3.7,3.57,3.04,171,1006.8,8.5,3.8,8.3,0.32
1,179,3.3,4,4.17,3.22,206,1006.5,7,3.8,6.8,0.32
2,216,3.2,3.4,4,3.22,201,1006.4,7.7,3.8,7.5,0.33
3,231,2.4,2.7,3.85,3.21,197,1005,8.8,3.8,8.7,0.29
4,261,3.5,3.9,3.45,3.15,193,1005.7,7.7,3.8,7.5,0.25
7,6,6.7,8.2,2.6,2.51,325,1008.7,5.3,3.8,5.2,0.26
10,11,10.3,12.4,3.85,3.35,353,1009.1,5.7,3.8,4.1,0.82
11,4,7.3,8.5,4.35,3.72,335,1010.7,5.5,3.8,3.9,0.95
12,6,9,11.5,4.76,3.9,352,1011,5.4,3.7,3.5,1.08
13,4,8.8,10.6,5.26,4.12,353,1011.9,5,3.8,3.4,1.18
14,5,8.4,10.7,5.56,4.22,355,1012.1,4.9,3.8,3.5,1.22
15,327,5,6.1,5.88,4.41,348,1015,4.6,3.8,3.3,1.24
16,348,7,8.2,5.26,4.26,359,1014.7,4.3,3.8,3,1.17
17,331,6.7,8.4,5.56,4.07,2,1015.3,4.3,3.8,3.1,1.1
18,343,8.1,9.7,5.56,3.94,0,1015.3,4,3.8,3,0.97
19,13,10.1,12.2,5,3.78,4,1013.1,4,3.8,2.7,1.01
20,10,9.9,12.4,5.26,3.97,14,1012.8,4.1,3.8,2.5,1.14
21,350,6.6,8.3,5.26,4.09,8,1014.3,4.3,3.8,2.5,1.1
22,3,7.6,9.3,5.26,4.2,10,1013.4,4.4,3.8,2.3,1.11
23,272,1.8,3.2,5.56,4.42,13,1014.6,4.6,3.8,2.3,1.14
0,309,2.9,3.8,5.56,4.28,10,1014.8,4.4,3.8,2.5,1.01
1,333,2.7,3.6,5.56,4.49,5,1014.6,4.3,3.8,2.6,1.01
2,330,3.1,3.9,5.56,4.27,10,1014.9,4.2,3.8,2.8,0.86
3,310,0.9,1.3,5.26,4.12,1,1014.8,4.3,3.7,2.9,0.76
4,29,3.9,5,5.56,4.14,4,1014,4.3,3.8,2.9,0.7
5,12,3.6,4.5,5.26,3.99,2,1013.4,4.2,3.8,3.3,0.65
6,67,4.2,5,5,3.75,3,1013.1,4.9,3.8,4.6,0.59
7,24,2.5,3.4,5,3.87,6,1013.9,5,3.8,4.7,0.54
8,48,3.6,4.5,4.76,3.78,10,1013.6,4.6,3.8,4.4,0.47
9,30,3.5,4.9,4.76,3.93,6,1012.9,5.8,3.8,5.7,0.46
10,61,3.3,3.9,4.76,3.87,3,1012.3,4.6,3.8,4.4,0.42
11,77,2.8,3.5,4.55,3.71,1,1012.4,4.9,3.8,4.7,0.4
12,59,2.4,2.8,4.35,3.59,1,1012,5,3.8,4.8,0.36
13,118,3.6,4,4.35,3.61,358,1011.4,6.9,3.8,6.8,0.33
14,129,5.2,6.3,4.35,3.25,1,1010.2,6.8,3.9,6.6,0.32
15,127,4.1,5.2,4.17,3.06,357,1010.5,6.9,3.9,6.6,0.35
16,259,1.9,2.3,4.35,3.14,356,1011.3,5.2,4,4.9,0.33
17,182,1.7,2,4.17,3.23,0,1010.6,6.4,4,6.1,0.29
18,170,1.8,2,4,3.24,6,1009.8,6,4,5.7,0.27
19,130,2.9,3.4,3.23,3.21,58,1008.4,5.7,4,5.4,0.28
21,175,12.8,15.5,2.74,2.68,162,1005.4,10.9,3.9,10.5,0.54
22,207,6.7,11.8,4.17,3.72,185,1006,11.4,3.9,8.6,1.13
23,262,6,8.1,3.85,3.44,191,1008,11,3.9,8.7,0.68
0,354,2.9,4.4,3.85,3.32,205,1008.3,6.3,3.8,5.3,0.57
1,22,2.6,3.2,3.45,3.25,199,1008.3,5.1,3.8,4.7,0.45
2,69,3.2,3.8,3.45,3.09,223,1008.3,5.1,3.8,4.6,0.36
3,89,3.3,4.1,2.94,3.09,204,1008.8,5.1,3.8,4.7,0.33
4,82,3.6,4.3,3.85,3.08,329,1008.6,6.1,3.8,5.8,0.3
5,86,4.7,5.1,4,3.06,343,1007.6,6.7,3.8,6.3,0.28
6,79,4.8,5.4,4,3.16,346,1006.6,7.3,3.8,6.8,0.27
7,96,6.1,6.9,3.85,2.84,329,1005.5,7.3,3.8,6.8,0.35
8,107,6.4,7.9,4.55,3.14,338,1004.7,8.1,3.8,7.4,0.5
9,121,5.1,5.9,5,3.44,347,1004.1,7.6,3.8,7.3,0.56
10,162,6.1,7.4,5.26,3.53,344,1003.8,9.1,3.8,8.9,0.57
11,166,6.4,7.3,5.26,3.53,349,1003.5,8.2,3.9,8,0.57
12,163,5.7,6.7,5.56,3.41,345,1003.4,7.9,3.8,7.6,0.61
13,176,5.5,6.5,5.56,3.64,344,1003.5,7.8,3.9,7.6,0.64
14,166,4.7,5.9,5.56,4.06,352,1003.1,7.3,3.9,7.1,0.78
15,180,6.6,7.7,6.67,4.18,355,1003.6,8.4,3.9,8.3,0.91
16,175,6.4,7.7,6.67,4.16,4,1003.4,8,3.9,7.8,0.91
17,181,5,6.5,6.67,4.02,3,1003.1,7.6,3.9,7.4,0.86
18,178,5.8,6.7,6.67,4.13,4,1002.3,7.6,3.9,7.4,0.87
19,175,7.2,9.7,4,3.89,183,1002,8.4,3.9,8.2,0.81
20,214,5.8,7.5,4.17,3.79,187,1002,9.8,3.9,8.3,0.75
21,192,4,4.6,6.25,4.05,357,1002.5,7.4,4,6.8,0.73
22,200,4.9,5.9,4.76,4.02,192,1002.9,7.3,3.9,5.7,0.73
23,225,5.2,5.9,4.17,3.89,187,1003.8,7.7,3.9,6,0.67
0,244,4.7,5.3,6.25,3.93,348,1005.1,7.5,3.9,5.8,0.66
1,255,6.1,6.9,6.25,3.8,0,1006.1,8.2,3.9,6.4,0.7
2,295,5.7,7.7,5.56,3.91,354,1007.5,8.6,3.9,6.1,0.8
3,316,1.9,3.2,4.17,3.96,246,1008.5,6.3,3.9,5.4,0.76
4,237,3.6,4.5,4.35,4.12,247,1009.1,7.2,3.9,5.1,0.82
5,269,4.9,5.6,4,4.11,253,1009.4,6.5,3.9,4.8,0.75
6,262,5.1,5.8,3.85,3.85,235,1010.1,6.2,3.9,4.5,0.64
7,290,4.1,5,6.25,3.96,2,1010.6,5.7,3.9,4.2,0.68
8,295,4.7,5.8,5.56,3.91,356,1011.4,5.7,3.9,4.5,0.63
9,294,3.3,3.8,6.67,3.7,345,1012.1,5.3,3.9,4.4,0.59
10,294,5.3,6,5.88,3.77,0,1013,5.2,3.9,3.9,0.57
11,308,6.4,7.4,6.25,3.58,8,1014.2,5.1,3.9,3.1,0.59
12,307,6.4,7.5,6.25,3.54,356,1014.9,5,3.9,3.4,0.65
13,305,6.6,8.6,3.45,3.41,299,1016.4,4.9,3.9,2.9,0.63
14,297,5.1,6.4,3.57,3.52,303,1017.9,4.5,3.9,3.5,0.64
15,295,4.7,5.5,3.7,3.52,314,1018.3,4.6,3.9,3.4,0.58
16,290,3.7,4.3,3.57,3.56,314,1019,4.6,3.9,3.3,0.53
17,294,3.8,4.4,3.7,3.64,314,1019.7,4.9,3.9,3.2,0.52
18,318,5.1,6.7,5.56,3.6,0,1020.7,5.5,3.9,3.2,0.49
19,313,2.6,3.5,4,3.56,351,1020.9,4.8,3.9,3.2,0.44
20,324,2.4,2.9,4.55,3.58,1,1020.9,4.8,4.1,3,0.41
21,305,1.5,1.9,4.55,3.55,354,1021.2,4.9,4,3.1,0.38
22,288,3.1,3.7,4,3.66,353,1021.8,5,4,3,0.41
23,275,3.2,3.7,4.35,3.68,2,1022.7,4.8,4,3.1,0.35
0,295,2.9,3.4,4.35,3.6,7,1021.5,4.5,4,3,0.34
1,290,3.1,3.5,4.55,3.69,0,1021.2,4.5,3.9,3,0.35
2,327,4.1,4.6,4.35,3.81,358,1021.7,4.8,3.9,2.9,0.36
3,322,3.9,4.6,5,4.01,6,1022.5,4.6,3.9,2.9,0.41
4,323,3.5,4.2,5.26,4.11,3,1022.2,4.6,3.9,2.9,0.48
5,338,3.2,3.6,5.26,4.01,7,1022,4.4,3.9,3,0.45
6,349,2.6,3.2,5.26,3.93,6,1022.7,4.3,3.9,3,0.42
7,5,3.8,4.5,5.26,4.04,6,1022.6,4.3,3.9,2.9,0.41
8,27,5.2,6.1,5.26,3.92,3,1021.5,4.3,3.9,2.8,0.38
9,40,3.9,4.6,5.26,3.82,2,1021.9,4.5,3.9,3,0.4
10,50,5.4,6.2,5.26,3.47,5,1021.2,4.6,3.9,3.2,0.38
11,65,3.4,4,5,3.57,5,1022.3,4.4,3.9,3.4,0.36
12,82,4.1,4.6,5,3.4,4,1022.1,4.5,3.9,3.5,0.33
13,66,4.9,5.8,5,3.19,5,1021.9,5,3.9,3.4,0.32
14,60,2.9,3.4,5,2.93,0,1022.2,4.8,3.9,3.4,0.3
15,47,2.8,3.3,4.76,2.98,2,1022.3,5,3.9,3.4,0.29
16,51,2.4,2.8,2.6,2.87,43,1022.6,5.1,3.9,3.5,0.28
17,44,3.4,4,3.23,3.04,137,1022.2,5,3.9,3.5,0.31
18,32,2.6,3.3,2.94,2.94,94,1022.2,5.1,3.9,3.5,0.28
19,80,1.8,2.4,2.74,2.91,82,1021.6,5.7,3.9,3.5,0.26
0,92,6.6,7.6,2.35,2.6,269,1017.1,6.9,4,4,0.28
1,91,6.2,7.7,2.6,2.64,106,1016.8,7.1,4,4.2,0.35
2,95,6.7,7.6,2.86,2.85,100,1016.2,6.9,4,3.9,0.44
3,96,6.2,7.2,3.45,3.07,122,1015.9,7,4,4,0.53
4,93,6.9,8.1,3.57,3.24,113,1014.9,6.8,3.9,3.9,0.64
5,98,8,9.3,3.85,3.41,117,1013.5,7.2,3.9,3.7,0.74
6,103,9.2,10.7,4.55,3.58,132,1012.5,7.6,3.9,3.8,0.91
7,169,3.6,5,4.55,3.82,121,1015.9,7.6,3.9,5,0.97
8,107,2,2.7,4.55,3.92,118,1014.2,5.5,3.9,4.5,0.92
9,93,6.7,9.1,5,3.98,125,1012.1,5.8,3.9,5.6,0.87
10,105,8.2,10.6,5,3.73,126,1011.6,6.8,3.9,6,1.03
11,116,4.5,5.4,4.76,3.9,132,1012.9,6.9,3.9,5.8,1.07
12,110,5.9,7,4.76,4.06,128,1013.2,5.9,3.9,5.3,1.1
13,117,5.5,7.5,4.55,3.67,132,1013.2,6.2,3.9,5.6,0.73
14,117,6,7,4.17,3.5,139,1012.8,6.3,4,5.8,0.66
15,129,6.5,8.1,4.17,3.26,142,1012.7,7.1,4,6.6,0.64
16,130,6.1,7.1,4.17,3.61,149,1012.6,7.1,4,6.6,0.69
17,130,6.3,7.1,4.55,3.48,149,1012.3,7.3,4,6.9,0.66
18,139,6.1,6.8,4.55,3.28,163,1012.1,7.6,4.1,7.2,0.56
19,144,5.9,6.8,4,3.13,163,1012,8.3,4,7.5,0.45
20,139,6.9,8.1,3.85,2.88,174,1010.9,8.7,4,7.7,0.43
21,155,7.1,8.2,3.13,2.93,161,1011,9.3,4,7.6,0.49
22,158,7.9,9,3.13,2.97,167,1010.7,10.1,4,7.7,0.54
23,164,7.8,9.2,3.45,3.05,174,1010.8,10.1,4.1,7.2,0.59
0,168,7.4,8.5,3.57,3.19,177,1010.9,9.6,4,6.4,0.62
1,170,7.1,8.2,3.57,3.1,179,1011,8.7,4,6.4,0.57
2,173,7.5,8.6,3.7,3.2,173,1011.2,9.6,4,7.4,0.61
3,166,6.2,7,3.45,3.12,181,1011.5,9.8,4,8.2,0.51
4,184,5.5,6.4,3.7,3.16,191,1012.9,7.9,4,7.2,0.51
5,171,6.6,7.7,3.7,3.1,189,1011.9,9.2,4,8.9,0.49
6,176,4.4,5.5,3.57,3.17,182,1010.6,8.8,4,8.6,0.53
7,205,6.8,8.5,3.7,3.12,182,1010.6,10.6,4,10.6,0.54
8,223,3,3.8,3.85,3.34,189,1010.4,8.5,4,8.3,0.6
9,191,4.7,5.5,3.7,3.33,194,1012.1,7.8,4,7.6,0.51
10,218,4.3,4.9,3.57,3.07,187,1012.9,7.4,4,7.3,0.38
11,254,5.8,6.4,3.7,3.12,194,1013.7,8.3,4,8.2,0.37
12,240,4.3,4.7,3.57,3.07,196,1013.9,7.1,4.1,6.7,0.35
13,232,4.3,4.9,3.45,3.1,188,1015.1,6.7,4,6.1,0.38
14,225,5.1,6.2,4,3.11,168,1015.2,7.9,4.1,6.6,0.4
15,222,4.6,5.4,3.85,3.17,178,1015.9,7.4,4.1,5.6,0.41
16,216,4.8,5.5,4.55,3.28,180,1016.4,7.2,4.2,4.9,0.4
17,219,4.2,4.7,4,3.28,188,1016.8,7.4,4.2,4.9,0.35
18,203,4.3,4.9,4,3.04,192,1016.9,7.2,4.2,5,0.31
19,219,3.4,4,3.57,2.87,193,1017,7.9,4.3,5.3,0.28
20,221,4,4.8,3.45,3.1,243,1016.8,8,4.4,5.4,0.33
21,230,2.2,3.3,3.45,3.12,265,1017.2,7.9,4.4,5.2,0.33
22,336,0.7,2.1,3.57,3.1,264,1018,9.1,4.4,5.8,0.31
23,135,0.2,1.8,3.45,3.09,258,1017.5,10.3,4.5,6.2,0.34
0,187,1.8,2.7,3.23,3.02,268,1018,9.8,4.6,6.6,0.3
1,263,0.9,1.2,3.23,3.06,262,1018.9,8.8,4.4,6.4,0.27
20,94,6.6,7.4,2.6,2.42,113,1016.5,7.6,4.4,7.4,0.3
21,123,5.1,6,2.74,2.61,114,1016.5,7.7,4.4,7.5,0.3
22,78,4.1,5.9,2.74,2.57,111,1015.9,8.4,4.4,8,0.36
23,89,5.4,6.5,2.86,2.6,96,1015.9,7.8,4.3,7.2,0.26
0,103,5.9,6.8,2.86,2.62,112,1015,8.2,4.3,7.7,0.32
1,108,6.3,7.1,2.86,2.65,117,1014.4,9.2,4.3,8.6,0.34
2,109,6.3,6.9,2.74,2.7,113,1013.6,8.9,4.2,8.2,0.38
3,40,6.3,10.4,2.86,2.63,117,1013.8,12,4.3,11.9,0.32
4,121,5.1,6.4,2.86,2.75,108,1012.6,11,4.3,10.5,0.33
5,157,4.1,5.3,3.03,2.86,119,1012.1,10.2,4.3,9.8,0.33
6,168,6,7.3,3.23,2.83,129,1011.3,9.4,4.3,9.3,0.36
7,175,5.6,6.8,3.33,2.97,137,1010.2,8.6,4.3,8.5,0.46
8,188,4.5,5.8,3.33,3.01,140,1009.8,8.4,4.3,8.3,0.44
9,191,7.3,9.9,4,3.16,140,1010,9.1,4.3,9,0.52
10,197,5.3,7,3.85,3.29,161,1010.6,8.4,4.3,8.3,0.58
11,222,4.2,5,3.7,3.28,174,1011.8,7.8,4.3,7.6,0.54
12,213,6.6,7.4,3.85,3.11,170,1012.2,9.2,4.3,9.1,0.56
13,216,6.3,7.1,3.85,3.1,178,1012.3,9,4.3,8.7,0.53
14,213,5.4,6.1,3.85,3.16,175,1012.4,9,4.3,8.5,0.5
15,208,5.6,6.4,3.57,3.08,179,1012.8,8.8,4.3,8.5,0.41
16,212,4.9,5.7,3.57,3.05,194,1013.7,8,4.3,7.3,0.41
17,231,5,5.9,3.33,2.95,190,1013.4,8.6,4.3,8.1,0.33
18,219,5.2,5.6,3.45,2.91,191,1013.3,8.6,4.4,8.3,0.31
19,224,5.5,6,3.23,2.89,189,1013.4,8.8,4.4,8.6,0.32
20,214,4.4,5.1,3.13,2.79,198,1013.3,8.9,4.4,8.6,0.29
21,193,3.5,4.3,3.13,2.75,191,1013.6,8.9,4.5,8.5,0.25
22,203,4,4.5,3.33,2.9,238,1013.7,8.1,4.5,7.8,0.27
23,200,4.5,5.4,3.57,2.92,224,1013.5,8.9,4.5,8,0.31
22,20,3.4,5,2.6,2.6,11,1018.8,8.2,4.6,5.4,0.3
0,98,1.3,2,2.94,2.83,10,1018.7,8.5,4.6,5.3,0.28
2,274,1.9,2.2,3.23,2.97,16,1019.6,6,4.6,4.6,0.28
3,288,2.2,2.9,3.45,3.02,19,1019.6,5.9,4.5,4.6,0.29
4,296,2.3,2.6,3.23,3.02,12,1019.4,6,4.5,4.7,0.27
5,271,2.5,2.8,3.57,3.01,23,1019.6,5.6,4.5,4.5,0.27
21,121,4.9,6.1,2.35,2.51,286,1009.6,9.2,4.6,8.8,0.28
22,114,7.3,8.5,3.23,2.83,138,1007.6,9.9,4.6,9.7,0.44
23,118,5.8,7.2,3.23,2.91,126,1006.9,9.3,4.5,9.1,0.45
0,125,6.4,7.5,3.7,3.16,141,1006.2,8.6,4.5,8.4,0.57
